Día,Versión Liquidación,Estado,Fecha Liquidación,Fecha Reclamaciones,Versión Facturación,Fecha Facturación,Fecha Publicación Nota Agregada,Fecha Pagos,Fecha Cobros
21/08/2022,1,Pendiente de publicar,22/08/2022,25/08/2022,1,22/08/2022,22/08/2022,24/08/2022 10:00:00,25/08/2022
22/08/2022,1,Pendiente de publicar,23/08/2022,26/08/2022,1,23/08/2022,29/08/2022,31/08/2022 10:00:00,01/09/2022
23/08/2022,1,Pendiente de publicar,24/08/2022,29/08/2022,1,24/08/2022,29/08/2022,31/08/2022 10:00:00,01/09/2022
24/08/2022,1,Pendiente de publicar,25/08/2022,30/08/2022,1,25/08/2022,29/08/2022,31/08/2022 10:00:00,01/09/2022
25/08/2022,1,Pendiente de publicar,26/08/2022,31/08/2022,1,26/08/2022,29/08/2022,31/08/2022 10:00:00,01/09/2022
26/08/2022,1,Pendiente de publicar,29/08/2022,01/09/2022,1,29/08/2022,29/08/2022,31/08/2022 10:00:00,01/09/2022
27/08/2022,1,Pendiente de publicar,29/08/2022,01/09/2022,1,29/08/2022,29/08/2022,31/08/2022 10:00:00,01/09/2022
28/08/2022,1,Pendiente de publicar,29/08/2022,01/09/2022,1,29/08/2022,29/08/2022,31/08/2022 10:00:00,01/09/2022
29/08/2022,1,Pendiente de publicar,30/08/2022,02/09/2022,1,30/08/2022,05/09/2022,07/09/2022 10:00:00,08/09/2022
30/08/2022,1,Pendiente de publicar,31/08/2022,05/09/2022,1,31/08/2022,05/09/2022,07/09/2022 10:00:00,08/09/2022
31/08/2022,1,Pendiente de publicar,01/09/2022,06/09/2022,1,01/09/2022,05/09/2022,07/09/2022 10:00:00,08/09/2022
01/09/2022,1,Pendiente de publicar,02/09/2022,07/09/2022,1,02/09/2022,05/09/2022,07/09/2022 10:00:00,08/09/2022
02/09/2022,1,Pendiente de publicar,05/09/2022,08/09/2022,1,05/09/2022,05/09/2022,07/09/2022 10:00:00,08/09/2022
03/09/2022,1,Pendiente de publicar,05/09/2022,08/09/2022,1,05/09/2022,05/09/2022,07/09/2022 10:00:00,08/09/2022
04/09/2022,1,Pendiente de publicar,05/09/2022,08/09/2022,1,05/09/2022,05/09/2022,07/09/2022 10:00:00,08/09/2022
05/09/2022,1,Pendiente de publicar,06/09/2022,09/09/2022,1,06/09/2022,12/09/2022,14/09/2022 10:00:00,15/09/2022
06/09/2022,1,Pendiente de publicar,07/09/2022,12/09/2022,1,07/09/2022,12/09/2022,14/09/2022 10:00:00,15/09/2022
07/09/2022,1,Pendiente de publicar,08/09/2022,13/09/2022,1,08/09/2022,12/09/2022,14/09/2022 10:00:00,15/09/2022
08/09/2022,1,Pendiente de publicar,09/09/2022,14/09/2022,1,09/09/2022,12/09/2022,14/09/2022 10:00:00,15/09/2022
09/09/2022,1,Pendiente de publicar,12/09/2022,15/09/2022,1,12/09/2022,12/09/2022,14/09/2022 10:00:00,15/09/2022
10/09/2022,1,Pendiente de publicar,12/09/2022,15/09/2022,1,12/09/2022,12/09/2022,14/09/2022 10:00:00,15/09/2022
11/09/2022,1,Pendiente de publicar,12/09/2022,15/09/2022,1,12/09/2022,12/09/2022,14/09/2022 10:00:00,15/09/2022
12/09/2022,1,Pendiente de publicar,13/09/2022,16/09/2022,1,13/09/2022,19/09/2022,21/09/2022 10:00:00,22/09/2022
13/09/2022,1,Pendiente de publicar,14/09/2022,19/09/2022,1,14/09/2022,19/09/2022,21/09/2022 10:00:00,22/09/2022
14/09/2022,1,Pendiente de publicar,15/09/2022,20/09/2022,1,15/09/2022,19/09/2022,21/09/2022 10:00:00,22/09/2022
15/09/2022,1,Pendiente de publicar,16/09/2022,21/09/2022,1,16/09/2022,19/09/2022,21/09/2022 10:00:00,22/09/2022
16/09/2022,1,Pendiente de publicar,19/09/2022,22/09/2022,1,19/09/2022,19/09/2022,21/09/2022 10:00:00,22/09/2022
17/09/2022,1,Pendiente de publicar,19/09/2022,22/09/2022,1,19/09/2022,19/09/2022,21/09/2022 10:00:00,22/09/2022
18/09/2022,1,Pendiente de publicar,19/09/2022,22/09/2022,1,19/09/2022,19/09/2022,21/09/2022 10:00:00,22/09/2022
19/09/2022,1,Pendiente de publicar,20/09/2022,23/09/2022,1,20/09/2022,26/09/2022,28/09/2022 10:00:00,29/09/2022
20/09/2022,1,Pendiente de publicar,21/09/2022,26/09/2022,1,21/09/2022,26/09/2022,28/09/2022 10:00:00,29/09/2022
21/09/2022,1,Pendiente de publicar,22/09/2022,27/09/2022,1,22/09/2022,26/09/2022,28/09/2022 10:00:00,29/09/2022
22/09/2022,1,Pendiente de publicar,23/09/2022,28/09/2022,1,23/09/2022,26/09/2022,28/09/2022 10:00:00,29/09/2022
23/09/2022,1,Pendiente de publicar,26/09/2022,29/09/2022,1,26/09/2022,26/09/2022,28/09/2022 10:00:00,29/09/2022
24/09/2022,1,Pendiente de publicar,26/09/2022,29/09/2022,1,26/09/2022,26/09/2022,28/09/2022 10:00:00,29/09/2022
25/09/2022,1,Pendiente de publicar,26/09/2022,29/09/2022,1,26/09/2022,26/09/2022,28/09/2022 10:00:00,29/09/2022
26/09/2022,1,Pendiente de publicar,27/09/2022,30/09/2022,1,27/09/2022,03/10/2022,05/10/2022 10:00:00,06/10/2022
27/09/2022,1,Pendiente de publicar,28/09/2022,03/10/2022,1,28/09/2022,03/10/2022,05/10/2022 10:00:00,06/10/2022
28/09/2022,1,Pendiente de publicar,29/09/2022,04/10/2022,1,29/09/2022,03/10/2022,05/10/2022 10:00:00,06/10/2022
29/09/2022,1,Pendiente de publicar,30/09/2022,05/10/2022,1,30/09/2022,03/10/2022,05/10/2022 10:00:00,06/10/2022
30/09/2022,1,Pendiente de publicar,03/10/2022,06/10/2022,1,03/10/2022,03/10/2022,05/10/2022 10:00:00,06/10/2022
01/10/2022,1,Pendiente de publicar,03/10/2022,06/10/2022,1,03/10/2022,03/10/2022,05/10/2022 10:00:00,06/10/2022
02/10/2022,1,Pendiente de publicar,03/10/2022,06/10/2022,1,03/10/2022,03/10/2022,05/10/2022 10:00:00,06/10/2022
03/10/2022,1,Pendiente de publicar,04/10/2022,07/10/2022,1,04/10/2022,10/10/2022,13/10/2022 10:00:00,14/10/2022
04/10/2022,1,Pendiente de publicar,05/10/2022,10/10/2022,1,05/10/2022,10/10/2022,13/10/2022 10:00:00,14/10/2022
05/10/2022,1,Pendiente de publicar,06/10/2022,11/10/2022,1,06/10/2022,10/10/2022,13/10/2022 10:00:00,14/10/2022
06/10/2022,1,Pendiente de publicar,07/10/2022,13/10/2022,1,07/10/2022,10/10/2022,13/10/2022 10:00:00,14/10/2022
07/10/2022,1,Pendiente de publicar,10/10/2022,14/10/2022,1,10/10/2022,10/10/2022,13/10/2022 10:00:00,14/10/2022
08/10/2022,1,Pendiente de publicar,10/10/2022,14/10/2022,1,10/10/2022,10/10/2022,13/10/2022 10:00:00,14/10/2022
09/10/2022,1,Pendiente de publicar,10/10/2022,14/10/2022,1,10/10/2022,10/10/2022,13/10/2022 10:00:00,14/10/2022
10/10/2022,1,Pendiente de publicar,11/10/2022,17/10/2022,1,11/10/2022,17/10/2022,19/10/2022 10:00:00,20/10/2022
11/10/2022,1,Pendiente de publicar,13/10/2022,18/10/2022,1,13/10/2022,17/10/2022,19/10/2022 10:00:00,20/10/2022
12/10/2022,1,Pendiente de publicar,13/10/2022,18/10/2022,1,13/10/2022,17/10/2022,19/10/2022 10:00:00,20/10/2022
13/10/2022,1,Pendiente de publicar,14/10/2022,19/10/2022,1,14/10/2022,17/10/2022,19/10/2022 10:00:00,20/10/2022
14/10/2022,1,Pendiente de publicar,17/10/2022,20/10/2022,1,17/10/2022,17/10/2022,19/10/2022 10:00:00,20/10/2022
15/10/2022,1,Pendiente de publicar,17/10/2022,20/10/2022,1,17/10/2022,17/10/2022,19/10/2022 10:00:00,20/10/2022
16/10/2022,1,Pendiente de publicar,17/10/2022,20/10/2022,1,17/10/2022,17/10/2022,19/10/2022 10:00:00,20/10/2022
17/10/2022,1,Pendiente de publicar,18/10/2022,21/10/2022,1,18/10/2022,24/10/2022,26/10/2022 10:00:00,27/10/2022
18/10/2022,1,Pendiente de publicar,19/10/2022,24/10/2022,1,19/10/2022,24/10/2022,26/10/2022 10:00:00,27/10/2022
19/10/2022,1,Pendiente de publicar,20/10/2022,25/10/2022,1,20/10/2022,24/10/2022,26/10/2022 10:00:00,27/10/2022
20/10/2022,1,Pendiente de publicar,21/10/2022,26/10/2022,1,21/10/2022,24/10/2022,26/10/2022 10:00:00,27/10/2022
21/10/2022,1,Pendiente de publicar,24/10/2022,27/10/2022,1,24/10/2022,24/10/2022,26/10/2022 10:00:00,27/10/2022
22/10/2022,1,Pendiente de publicar,24/10/2022,27/10/2022,1,24/10/2022,24/10/2022,26/10/2022 10:00:00,27/10/2022
23/10/2022,1,Pendiente de publicar,24/10/2022,27/10/2022,1,24/10/2022,24/10/2022,26/10/2022 10:00:00,27/10/2022
24/10/2022,1,Pendiente de publicar,25/10/2022,28/10/2022,1,25/10/2022,31/10/2022,03/11/2022 10:00:00,04/11/2022
25/10/2022,1,Pendiente de publicar,26/10/2022,31/10/2022,1,26/10/2022,31/10/2022,03/11/2022 10:00:00,04/11/2022
26/10/2022,1,Pendiente de publicar,27/10/2022,02/11/2022,1,27/10/2022,31/10/2022,03/11/2022 10:00:00,04/11/2022
27/10/2022,1,Pendiente de publicar,28/10/2022,03/11/2022,1,28/10/2022,31/10/2022,03/11/2022 10:00:00,04/11/2022
28/10/2022,1,Pendiente de publicar,31/10/2022,04/11/2022,1,31/10/2022,31/10/2022,03/11/2022 10:00:00,04/11/2022
29/10/2022,1,Pendiente de publicar,31/10/2022,04/11/2022,1,31/10/2022,31/10/2022,03/11/2022 10:00:00,04/11/2022
30/10/2022,1,Pendiente de publicar,31/10/2022,04/11/2022,1,31/10/2022,31/10/2022,03/11/2022 10:00:00,04/11/2022
31/10/2022,1,Pendiente de publicar,02/11/2022,07/11/2022,1,02/11/2022,07/11/2022,10/11/2022 10:00:00,11/11/2022
01/11/2022,1,Pendiente de publicar,02/11/2022,07/11/2022,1,02/11/2022,07/11/2022,10/11/2022 10:00:00,11/11/2022
02/11/2022,1,Pendiente de publicar,03/11/2022,08/11/2022,1,03/11/2022,07/11/2022,10/11/2022 10:00:00,11/11/2022
03/11/2022,1,Pendiente de publicar,04/11/2022,10/11/2022,1,04/11/2022,07/11/2022,10/11/2022 10:00:00,11/11/2022
04/11/2022,1,Pendiente de publicar,07/11/2022,11/11/2022,1,07/11/2022,07/11/2022,10/11/2022 10:00:00,11/11/2022
05/11/2022,1,Pendiente de publicar,07/11/2022,11/11/2022,1,07/11/2022,07/11/2022,10/11/2022 10:00:00,11/11/2022
06/11/2022,1,Pendiente de publicar,07/11/2022,11/11/2022,1,07/11/2022,07/11/2022,10/11/2022 10:00:00,11/11/2022
07/11/2022,1,Pendiente de publicar,08/11/2022,14/11/2022,1,08/11/2022,14/11/2022,16/11/2022 10:00:00,17/11/2022
08/11/2022,1,Pendiente de publicar,10/11/2022,15/11/2022,1,10/11/2022,14/11/2022,16/11/2022 10:00:00,17/11/2022
09/11/2022,1,Pendiente de publicar,10/11/2022,15/11/2022,1,10/11/2022,14/11/2022,16/11/2022 10:00:00,17/11/2022
10/11/2022,1,Pendiente de publicar,11/11/2022,16/11/2022,1,11/11/2022,14/11/2022,16/11/2022 10:00:00,17/11/2022
11/11/2022,1,Pendiente de publicar,14/11/2022,17/11/2022,1,14/11/2022,14/11/2022,16/11/2022 10:00:00,17/11/2022
12/11/2022,1,Pendiente de publicar,14/11/2022,17/11/2022,1,14/11/2022,14/11/2022,16/11/2022 10:00:00,17/11/2022
13/11/2022,1,Pendiente de publicar,14/11/2022,17/11/2022,1,14/11/2022,14/11/2022,16/11/2022 10:00:00,17/11/2022
14/11/2022,1,Pendiente de publicar,15/11/2022,18/11/2022,1,15/11/2022,21/11/2022,23/11/2022 10:00:00,24/11/2022
15/11/2022,1,Pendiente de publicar,16/11/2022,21/11/2022,1,16/11/2022,21/11/2022,23/11/2022 10:00:00,24/11/2022
16/11/2022,1,Pendiente de publicar,17/11/2022,22/11/2022,1,17/11/2022,21/11/2022,23/11/2022 10:00:00,24/11/2022
17/11/2022,1,Pendiente de publicar,18/11/2022,23/11/2022,1,18/11/2022,21/11/2022,23/11/2022 10:00:00,24/11/2022
18/11/2022,1,Pendiente de publicar,21/11/2022,24/11/2022,1,21/11/2022,21/11/2022,23/11/2022 10:00:00,24/11/2022
19/11/2022,1,Pendiente de publicar,21/11/2022,24/11/2022,1,21/11/2022,21/11/2022,23/11/2022 10:00:00,24/11/2022
20/11/2022,1,Pendiente de publicar,21/11/2022,24/11/2022,1,21/11/2022,21/11/2022,23/11/2022 10:00:00,24/11/2022
21/11/2022,1,Pendiente de publicar,22/11/2022,25/11/2022,1,22/11/2022,28/11/2022,30/11/2022 10:00:00,01/12/2022
22/11/2022,1,Pendiente de publicar,23/11/2022,28/11/2022,1,23/11/2022,28/11/2022,30/11/2022 10:00:00,01/12/2022
23/11/2022,1,Pendiente de publicar,24/11/2022,29/11/2022,1,24/11/2022,28/11/2022,30/11/2022 10:00:00,01/12/2022
24/11/2022,1,Pendiente de publicar,25/11/2022,30/11/2022,1,25/11/2022,28/11/2022,30/11/2022 10:00:00,01/12/2022
25/11/2022,1,Pendiente de publicar,28/11/2022,01/12/2022,1,28/11/2022,28/11/2022,30/11/2022 10:00:00,01/12/2022
26/11/2022,1,Pendiente de publicar,28/11/2022,01/12/2022,1,28/11/2022,28/11/2022,30/11/2022 10:00:00,01/12/2022
27/11/2022,1,Pendiente de publicar,28/11/2022,01/12/2022,1,28/11/2022,28/11/2022,30/11/2022 10:00:00,01/12/2022
28/11/2022,1,Pendiente de publicar,29/11/2022,02/12/2022,1,29/11/2022,05/12/2022,09/12/2022 10:00:00,12/12/2022
29/11/2022,1,Pendiente de publicar,30/11/2022,05/12/2022,1,30/11/2022,05/12/2022,09/12/2022 10:00:00,12/12/2022
30/11/2022,1,Pendiente de publicar,01/12/2022,07/12/2022,1,01/12/2022,05/12/2022,09/12/2022 10:00:00,12/12/2022
01/12/2022,1,Pendiente de publicar,02/12/2022,09/12/2022,1,02/12/2022,05/12/2022,09/12/2022 10:00:00,12/12/2022
02/12/2022,1,Pendiente de publicar,05/12/2022,12/12/2022,1,05/12/2022,05/12/2022,09/12/2022 10:00:00,12/12/2022
03/12/2022,1,Pendiente de publicar,05/12/2022,12/12/2022,1,05/12/2022,05/12/2022,09/12/2022 10:00:00,12/12/2022
04/12/2022,1,Pendiente de publicar,05/12/2022,12/12/2022,1,05/12/2022,05/12/2022,09/12/2022 10:00:00,12/12/2022
05/12/2022,1,Pendiente de publicar,07/12/2022,13/12/2022,1,07/12/2022,12/12/2022,14/12/2022 10:00:00,15/12/2022
06/12/2022,1,Pendiente de publicar,07/12/2022,13/12/2022,1,07/12/2022,12/12/2022,14/12/2022 10:00:00,15/12/2022
07/12/2022,1,Pendiente de publicar,09/12/2022,14/12/2022,1,09/12/2022,12/12/2022,14/12/2022 10:00:00,15/12/2022
08/12/2022,1,Pendiente de publicar,09/12/2022,14/12/2022,1,09/12/2022,12/12/2022,14/12/2022 10:00:00,15/12/2022
09/12/2022,1,Pendiente de publicar,12/12/2022,15/12/2022,1,12/12/2022,12/12/2022,14/12/2022 10:00:00,15/12/2022
10/12/2022,1,Pendiente de publicar,12/12/2022,15/12/2022,1,12/12/2022,12/12/2022,14/12/2022 10:00:00,15/12/2022
11/12/2022,1,Pendiente de publicar,12/12/2022,15/12/2022,1,12/12/2022,12/12/2022,14/12/2022 10:00:00,15/12/2022
12/12/2022,1,Pendiente de publicar,13/12/2022,16/12/2022,1,13/12/2022,19/12/2022,21/12/2022 10:00:00,22/12/2022
13/12/2022,1,Pendiente de publicar,14/12/2022,19/12/2022,1,14/12/2022,19/12/2022,21/12/2022 10:00:00,22/12/2022
14/12/2022,1,Pendiente de publicar,15/12/2022,20/12/2022,1,15/12/2022,19/12/2022,21/12/2022 10:00:00,22/12/2022
15/12/2022,1,Pendiente de publicar,16/12/2022,21/12/2022,1,16/12/2022,19/12/2022,21/12/2022 10:00:00,22/12/2022
16/12/2022,1,Pendiente de publicar,19/12/2022,22/12/2022,1,19/12/2022,19/12/2022,21/12/2022 10:00:00,22/12/2022
17/12/2022,1,Pendiente de publicar,19/12/2022,22/12/2022,1,19/12/2022,19/12/2022,21/12/2022 10:00:00,22/12/2022
18/12/2022,1,Pendiente de publicar,19/12/2022,22/12/2022,1,19/12/2022,19/12/2022,21/12/2022 10:00:00,22/12/2022
19/12/2022,1,Pendiente de publicar,20/12/2022,23/12/2022,1,20/12/2022,27/12/2022,29/12/2022 10:00:00,30/12/2022
20/12/2022,1,Pendiente de publicar,21/12/2022,27/12/2022,1,21/12/2022,27/12/2022,29/12/2022 10:00:00,30/12/2022
21/12/2022,1,Pendiente de publicar,22/12/2022,28/12/2022,1,22/12/2022,27/12/2022,29/12/2022 10:00:00,30/12/2022
22/12/2022,1,Pendiente de publicar,23/12/2022,29/12/2022,1,23/12/2022,27/12/2022,29/12/2022 10:00:00,30/12/2022
23/12/2022,1,Pendiente de publicar,27/12/2022,30/12/2022,1,27/12/2022,27/12/2022,29/12/2022 10:00:00,30/12/2022
24/12/2022,1,Pendiente de publicar,27/12/2022,30/12/2022,1,27/12/2022,27/12/2022,29/12/2022 10:00:00,30/12/2022
25/12/2022,1,Pendiente de publicar,27/12/2022,30/12/2022,1,27/12/2022,27/12/2022,29/12/2022 10:00:00,30/12/2022
26/12/2022,1,Pendiente de publicar,27/12/2022,30/12/2022,1,27/12/2022,03/01/2023,05/01/2023 10:00:00,09/01/2023
27/12/2022,1,Pendiente de publicar,28/12/2022,03/01/2023,1,28/12/2022,03/01/2023,05/01/2023 10:00:00,09/01/2023
28/12/2022,1,Pendiente de publicar,29/12/2022,04/01/2023,1,29/12/2022,03/01/2023,05/01/2023 10:00:00,09/01/2023
29/12/2022,1,Pendiente de publicar,30/12/2022,05/01/2023,1,30/12/2022,03/01/2023,05/01/2023 10:00:00,09/01/2023
30/12/2022,1,Pendiente de publicar,03/01/2023,09/01/2023,1,03/01/2023,03/01/2023,05/01/2023 10:00:00,09/01/2023
31/12/2022,1,Pendiente de publicar,03/01/2023,09/01/2023,1,03/01/2023,03/01/2023,05/01/2023 10:00:00,09/01/2023